Title,Authors,Year,Journal,Language,CitedByCount,Affiliation,Predicted Subject Area
"Ovine pulmonary adenocarcinoma (OPA) in sheep: an update on epidemiology, pathogenesis and diagnosis",Shivasharanappa N.,2023,Journal of Experimental Biology and Agricultural Sciences,Unknown Language,0,"ICAR - National Institute Of Veterinary Epidemiology And Disease Informatics, Bengaluru","BIOC, MEDI"
Physicochemical and Organoleptic Analysis of Tomato Irrigated with fish farms water; at URERMS-ADRAR. Algeria,Allali M.,2023,Journal of Renewable Energies,Unknown Language,0,Centre de Développement des Energies Renouvelables,"AGRI, ENER, ENGI, MATH"
Exploring the untargeted metabolites of Moringa oleifera Lam seed oil using two-dimensional gas chromatography with time of flight mass spectrometry for therapeutic application,Das M.,2023,Journal of Experimental Biology and Agricultural Sciences,Unknown Language,0,Siksha O Anusandhan (Deemed to be University),"BIOC, CHEM"
A Great Loss for Bulgarian Community of Paleo-Slavic Studies: Georgi Popov,Ilieva T.,2023,Slavia Meridionalis,Unknown Language,0,The Bulgarian Academy of Sciences,"NURS, SOCI"
Energy Renovation of an Old University Building,Kharchi R.,2023,Journal of Renewable Energies,Unknown Language,0,Centre de Développement des Energies Renouvelables,"ENER, ENGI, MATH"
Transition Energétique-Remplacement d’une Microcentrale Diesel par un Système Renouvelable Hybride: Etude de cas.,Dahmani A.,2023,Journal of Renewable Energies,Unknown Language,1,Laboratoire d’Electrotechnique Batna; Unité de production TG Hassi Messaoud,"ENER, ENGI, MATH"
Prediction of direct normal irradiation using a new empirical sunshine duration-based model,Takilalte A.,2023,Journal of Renewable Energies,Unknown Language,2,Centre de Développement des Energies Renouvelables,"ENER, ENGI, MATH"
EFFECT OF APPLYING BIO-INPUTS ON PRODUCTION OF HIGH BUSH BLUEBERRY (Vaccinium corymbosum L.) cv. biloxi IN BRAZIL'S FEDERAL DISTRICT,Murakami K.,2023,Journal of Experimental Biology and Agricultural Sciences,Unknown Language,0,Taiga Co. Japan,"BIOC, ENVI"
Effect of probiotics on the histomorphometry characteristics of Mus musculus Jejunum infected by Salmonella gallinarum,Adrenalin S.L.,2023,Journal of Experimental Biology and Agricultural Sciences,Unknown Language,0,Brawijaya University,"AGRI, BIOC"
How to Design an ISA,Chisnall D.,2023,Queue,Unknown Language,0,SCI Semiconductor,ENGI
Applications of Quantum Chemistry in Biomimetic Syntheses of Polycyclic Furanocembrane Derivatives,Wang D.,2023,Synlett,Unknown Language,1,University of Nottingham Ningbo China; Nottingham Ningbo China Beacons of Excellence Research and Innovation Institute,CHEM
"Variation in the bird-name lexicon in Qaqet (East New Britain Province, Papua New Guinea)",Frye H.,2023,Asia-Pacific Language Variation,Unknown Language,1,Universität zu Köln,SOCI
Krause's Das Urbild der Menschheit in Spanish: A historic challenge,Schapers A.,2023,Babel,Unknown Language,0,Universidad Pontificia Comillas,"ECON, PHYS"
Automatically Testing Database Systems,Alvaro P.,2023,Queue,Unknown Language,0,MANUEL RIGGER WITH INTRODUCTION,"MATH, COMP"
Variation in the Fataluku voiced coronal (j),Grama J.,2023,Asia-Pacific Language Variation,Unknown Language,0,Universität Duisburg-Essen,SOCI
Sociophonetic variation in the alveolar lateral in Yami,Lai L.F.,2023,Asia-Pacific Language Variation,Unknown Language,0,University of Pittsburgh,SOCI
Insulator Defect Detection and Fault Warning Method for Transmission Line Based on Flexible YOLOv7,Song Z.,2023,Gaodianya Jishu/High Voltage Engineering,Unknown Language,8,Xi'an Polytechnic University,ENGI
Resolving the Human-subjects Status of Machine learning’s Crowdworkers,Kaushik D.,2023,Queue,Unknown Language,0,U.S.-China strategic,COMP
Retranslation as an archeological practice: Holistic study of four retranslations of Moby-Dick in Spanish,Garcia J.O.,2023,Babel,Unknown Language,0,Universidad Autónoma de Madrid,"MEDI, ARTS"
"Clinical, angiographic and functional parameters determining decision to perform revascularization in stable coronary artery disease patients with intermediate coronary lesions",Stan M.V.,2023,Clinical and Preventive Medicine,Unknown Language,0,Shupyk National Healthcare University of Ukraine; Ministry of Health of Ukraine,MEDI
Species composition and ecology of diurnal herpetofauna in agroecosystems of the Ecuadorian Chocó,Cuadrado S.S.,2023,South American Journal of Herpetology,Unknown Language,0,Universidad de Guayaquil,"AGRI, ENVI, MEDI"
Historical and psychotherapeutic aspects of penile implantation,Kornyenko O.M.,2023,Clinical and Preventive Medicine,Unknown Language,1,National Academy of Medical Sciences of Ukraine,MEDI
"The first interception record of Halyomorpha halys (Hemiptera: Heteroptera: Pentatomidae: Pentatominae), an invasive true bug and serious threat, in Israel",Novoselsky T.,2023,Israel Journal of Entomology,Unknown Language,0,Tel Aviv University,AGRI
"The first Levantine record of Megaselia sandhui Disney (Diptera: Phoridae), a pest of cultivated mushrooms (Agaricales: Agaricaceae)",Mostovski M.B.,2023,Israel Journal of Entomology,Unknown Language,0,University of KwaZulu-Natal; Tel Aviv University,AGRI
Performance optimization and investigation of metal-cored filler wires for high-strength steel during gas metal arc welding,Thakar H.H.,2023,High Temperature Materials and Processes,Unknown Language,4,Gujarat Technological University; Government Engineering College,"ENGI, MATE"
Directional constructions in Matukar Panau A Bayesian approach to assessing variation,Davey K.,2023,Asia-Pacific Language Variation,Unknown Language,0,The Australian National University,"ARTS, SOCI"
"PIERWSZE SYMPOZJUM ""lOS TOPÓNIMOS: DENOMINACIONES ESPACIALES DENTRO Y FUERA DE LAS REPRESENTACIONES CARTOGRÁFICAS"" (MEKSYK, 17-20 PAZDZIERNIKA 2022)",Duszynski-Karabas H.,2023,Onomastica,Unknown Language,0,Kazimierz Wielki University in Bydgoszcz,"COMP, ENVI"
"MEASUREMENT OF SPATIAL INEQUITY IN THE ACCESSIBILITY TO THE PUBLIC BUS NETWORK: THE CASE OF SANTA FE DE LA VERA CRUZ CITY, ARGENTINA",Bosisio A.,2023,GeoFocus,Unknown Language,0,Universidad Nacional del Litoral,"MEDI, SOCI"
ON THE RECENT PASSING AWAY OF JEFF DE LA BEAUJARDIÈRE: A NECESSARY TRIBUTE,Pons X.,2023,GeoFocus,Unknown Language,0,Universitat Autònoma de Barcelona,"ENVI, SOCI"
Military-veteran Societies in the Territory of Former Banovina of Croatia 1919-1941,Gabelica M.,2023,Casopis za Suvremenu Povijest,Unknown Language,0,Institut Drustvenih Znanosti Ivo Pilar,SOCI
"EVALUATING THE RECENT LANDSCAPE CHANGE OF RÍO MAIPO WETLAND, CHILE",Peña M.A.,2023,GeoFocus,Unknown Language,0,Universidad Alberto Hurtado,"ENVI, SOCI"
"MODELING THE SPATIAL DISTRIBUTION PATTERNS OF MATERNAL DEATH IN SAN LUIS POTOSÍ, MEXICO 2010-2015",Ibarra Zapata E.,2023,GeoFocus,Unknown Language,0,Universidad Autónoma de San Luis Potosí,"MEDI, AGRI"
"Notes in English retranslations of Mikhail Bulgakov’s The Master and Margarita: Function, meaning, and significance",Vid N.K.,2023,Babel,Unknown Language,0,Univerza v Mariboru,"ARTS, SOCI"
The Directive Regulatory Basis of Zagreb 1953 – Public Discussion,Jurić Z.,2023,Casopis za Suvremenu Povijest,Unknown Language,0,"University of Zagreb, Faculty of Humanities and Social Sciences","SOCI, ENVI"
Effect of landscape composition and configuration on the diversity of amphibians and reptiles,Santizo-Nanduca A.,2023,South American Journal of Herpetology,Unknown Language,0,Universidad de Ciencias y Artes de Chiapas,MEDI
Realis morphology and Chatino’s role in the diversification of Zapotec languages,Beam de Azcona R.G.,2023,Diachronica,Unknown Language,0,"Instituto Nacional de Antropología e Historia, Mexico","BIOC, AGRI"
A Contribution to the Biography of Dragutin Karla Kovačević,Vranjković P.R.,2023,Casopis za Suvremenu Povijest,Unknown Language,0,Leksikografski zavod »Miroslav Krleža,"PHYS, AGRI"
Abnormal variation and prognostic significance of circulating immune cells in patients with nasopharyngeal carcinoma treated with chemoradiotherapy: a prospective cohort study,Huang C.,2023,Translational Cancer Research,Unknown Language,2,Fujian Medical University,MEDI
AN EFFICIENT CYBER SECURITY AND DATA SCIENCE FOR ANALYZING BIG MEDICAL DATA,Al-Omar M.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,Jadara University,COMP
"Robot-assisted radical nephroureterectomy for upper urinary tract tumor: initial experience with the use of novel surgical robot system, hinotori",Motoyama D.,2023,Translational Cancer Research,Unknown Language,9,Hamamatsu University School of Medicine,"ENGI, MEDI"
PREDICTION OF LUNG DISEASE SEVERITY BY APPLYING MACHINE AND DEEP LEARNING TECHNIQUES,Guttula S.P.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,Rabindranath Tagore University,"COMP, MEDI"
"ARHGEF16 expression correlates with proliferation, migration and invasion of colon cancer cells",Liu M.,2023,Translational Cancer Research,Unknown Language,0,Zhongshan Hospital,"BIOC, MEDI"
ANALYSIS OF TECHNICAL INDICATORS OF EFFICIENCY AND QUALITY OF INTELLIGENT SYSTEMS,Kryvoruchko O.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,State University of Trade and Economics,"COMP, ENGI"
KRAS G12C inhibitors: also a new promising new targeted therapy in advanced pancreatic adenocarcinoma?,Muller M.,2023,Translational Cancer Research,Unknown Language,1,CHU de Nancy,"BIOC, MEDI"
The growing role of PARP inhibitors in the treatment of metastatic castration-resistant prostate cancer,Panzone J.,2023,Translational Cancer Research,Unknown Language,1,Norton College of Medicine,"BIOC, MEDI"
Establishment and validation of a prognostic immune-related lncRNA risk model for acute myeloid leukemia,Xie K.Y.,2023,Translational Cancer Research,Unknown Language,1,North Sichuan Medical College,"BIOC, MEDI"
A TECH SAVVY TOMATO LEAF AND FRUIT DISEASE CLASSIFICATION SYSTEM BASED ON ENSEMBLE DEEP LEARNING MODEL AND SHUFFLED SHEPHERD OPTIMIZATION ALGORITHM,Sharmila M.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,Annamalai University,COMP
OPTIMIZED FUZZY C-MEANS (FCM) CLUSTERING FOR HIGH-PRECISION BRAIN IMAGE SEGMENTATION AND DIAGNOSIS USING DENSENET FEATURES,Kantamaneni P.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,2,Parvathaneni Brahmayya Siddhartha College of Arts &amp; Science,COMP
DYNAFLOW DEVICE OPTIMAL PLACEMENT USING ARTIFICIAL INTELLIGENCE,Rao R.D.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,Prasad V Potluri Siddhartha Institute of Technology,COMP
TRANSFORMER-BASED MODEL FOR HANDWRITTEN RECOGNITION ARABIC WORDS AL-SOUDANI MAGHREBI SCRIPT,Maouloud S.A.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,Université Gaston Berger de Saint-Louis,COMP
Angiogenesis inhibitors for metastatic colorectal cancer,Pfeiffer P.,2023,Translational Cancer Research,Unknown Language,3,Syddansk Universitet; Odense Universitetshospital,"BIOC, MEDI"
Correlation between 18-FDG standardized uptake value and tumor grade in patients with resectable non-small cell lung cancer,Kuzdzał B.,2023,Translational Cancer Research,Unknown Language,0,Uniwersytet Jagielloński,"BIOC, MEDI"
Machine-learning methods based on the texture and non-texture features of MRI for the preoperative prediction of sentinel lymph node metastasis in breast cancer,Wang J.,2023,Translational Cancer Research,Unknown Language,0,Southern Medical University,MEDI
ANALYTIC HIERARCHY PROCESS-BASED EVALUATION APPROACH FOR DIGITAL TECHNOLOGY SERVICE MANAGEMENT,Santosh K.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,CMR Institute of Technology,COMP
AN ENSEMBLE APPROACH FOR HARVEST VINTAGE FORECAST WITH MACHINE LEARNING TECHNIQUES: AN EXPERIMENTAL STUDY,Pittala S.K.,2023,Journal of Theoretical and Applied Information Technology,Unknown Language,0,R.V.R. &amp; J.C.College of Engineering,COMP
Predictive nomograms for risk and prognostic factors in metastatic bladder cancer: a population-based study,Shi S.,2023,Translational Cancer Research,Unknown Language,0,Nanchang University,MEDI
Initial experience in robot-associated radical nephrectomy with inferior vena cava tumor thrombectomy,Ohba K.,2023,Translational Cancer Research,Unknown Language,0,Graduate School of Biomedical Sciences,MEDI
Tackling the HuRdle of radioresistance: a radiation perspective on the RNA-binding protein HuR,Troschel F.M.,2023,Translational Cancer Research,Unknown Language,0,Universitätsklinikum Münster,"BIOC, MEDI"
KLRB1 is a novel prognostic biomarker in endometrial cancer and is associated with immune infiltration,Liang C.,2023,Translational Cancer Research,Unknown Language,3,Nanjing University of Chinese Medicine; Jiangsu Province Academy of Traditional Chinese Medicine; Jiangsu Provincial Hospital of Integrated Traditional Chinese and Western Medicine,"BIOC, MEDI"
Predicting therapeutic responses in head and neck squamous cell carcinoma from TP53 mutation detected by cell-free DNA,Wei M.,2023,Translational Cancer Research,Unknown Language,1,Tianjin First Central Hospital,"BIOC, MEDI"
Expression of pyroptosis-associated genes and construction of prognostic model for thyroid cancer,Guo L.,2023,Translational Cancer Research,Unknown Language,0,Harbin Medical University,"BIOC, ENGI, MEDI"
Unraveling the puzzle: efficacy of PD-L1 inhibitors in esophageal squamous cell carcinomas with low PD-L1 expression-a comprehensive overview of challenges and limitations,El Khatib S.,2023,Translational Cancer Research,Unknown Language,0,University of Pittsburgh Medical Center,MEDI
Communities of practice approach to safety communication,Iverson J.,2023,Communicating Risk and Safety,Unknown Language,0,University of Montana,"SOCI, MEDI"
Narratives in collision: Crisis and pragmatic dialogic learning,Arnett R.C.,2023,Communicating Risk and Safety,Unknown Language,0,Patricia Doherty Yoder,SOCI
Growing up in a Ukrainian Bilingual Community: Families’ Daily Practices and Educational Environment,Shevchuk-Kliuzheva O.,2023,Cognitive Studies,Unknown Language,0,Borys Grinchenko Kyiv Metropolitan University,SOCI
"""All knowledge is local"": The pen-3 model as a guide to overcoming western/ european bias in risk communication about global health concerns in east africa",Napakol A.,2023,Communicating Risk and Safety,Unknown Language,0,Uganda Christian University,MEDI
Communicating and perceiving risks of artificial intelligence as an emerging technology,Schwarz A.,2023,Communicating Risk and Safety,Unknown Language,0,Technischen Universität Ilmenau,COMP
From risks to crisis society: The drivers of the public health communication paradigm shift,David M.D.,2023,Communicating Risk and Safety,Unknown Language,0,Université de Sherbrooke,MEDI
Spotting risks: How to integrate social media listening to a framework of assessing risks,Buzoianu C.,2023,Communicating Risk and Safety,Unknown Language,0,Școala Naţională de Studii Politice și Administrative,SOCI
Applying dialogic theory to risk and problem solving,Kent M.L.,2023,Communicating Risk and Safety,Unknown Language,0,UNSW Sydney,BUSI
